Date,Open,High,Low,Close,Adj Close,Volume
2018-07-10,null,null,null,null,null,null
2018-07-11,734.000000,746.000000,732.000000,744.000000,739.502258,23
2018-07-12,746.000000,746.000000,743.000000,743.000000,738.508301,17
2018-07-13,736.000000,736.000000,726.000000,733.000000,728.568787,52
2018-07-16,742.000000,742.000000,732.000000,738.000000,733.538513,94
2018-07-17,744.000000,744.000000,730.000000,732.000000,727.574829,63
2018-07-18,734.000000,734.000000,714.000000,720.000000,715.647339,112
2018-07-19,724.000000,730.000000,724.000000,730.000000,725.586914,23
2018-07-20,724.000000,728.000000,724.000000,728.000000,723.598999,12
2018-07-23,724.000000,724.000000,718.000000,718.000000,713.659424,25
2018-07-24,714.000000,714.000000,700.000000,712.000000,707.695740,191
2018-07-25,714.000000,714.000000,704.000000,712.000000,707.695740,11
2018-07-26,716.000000,728.000000,714.000000,726.000000,721.611084,255
2018-07-27,726.000000,726.000000,726.000000,726.000000,721.611084,0
2018-07-30,732.000000,732.000000,720.000000,726.000000,721.611084,27
2018-07-31,730.000000,736.000000,718.000000,730.000000,725.586914,90
2018-08-01,730.000000,730.000000,726.000000,726.000000,721.611084,11
2018-08-02,716.000000,728.000000,708.000000,728.000000,723.598999,171
2018-08-03,726.000000,742.000000,726.000000,738.000000,733.538513,346
2018-08-06,740.000000,744.000000,726.000000,736.000000,731.550659,25
2018-08-07,736.000000,744.000000,730.000000,744.000000,739.502258,17
2018-08-08,748.000000,748.000000,734.000000,738.000000,733.538513,95
2018-08-09,738.000000,738.000000,726.000000,728.000000,723.598999,30
2018-08-10,734.000000,734.000000,728.000000,728.000000,723.598999,5
2018-08-13,730.000000,734.000000,726.000000,730.000000,725.586914,110
2018-08-14,728.000000,728.000000,710.000000,714.000000,709.683655,59
2018-08-15,716.000000,720.000000,710.000000,714.000000,709.683655,81
2018-08-16,716.000000,720.000000,710.000000,718.000000,713.659424,84
2018-08-17,718.000000,718.000000,718.000000,718.000000,713.659424,0
2018-08-20,720.000000,720.000000,714.000000,720.000000,715.647339,24
2018-08-21,714.000000,720.000000,704.000000,706.000000,701.731995,50
2018-08-22,704.000000,712.000000,700.000000,704.000000,699.744080,45
2018-08-23,706.000000,708.000000,700.000000,706.000000,701.731995,33
2018-08-24,708.000000,712.000000,704.000000,704.000000,699.744080,31
2018-08-27,710.000000,714.000000,706.000000,708.000000,703.719910,111
2018-08-28,710.000000,722.000000,708.000000,722.000000,717.635254,86
2018-08-29,722.000000,722.000000,708.000000,710.000000,705.707825,26
2018-08-30,718.000000,720.000000,718.000000,720.000000,715.647339,22
2018-08-31,714.000000,720.000000,714.000000,720.000000,715.647339,17
2018-09-03,720.000000,722.000000,716.000000,722.000000,717.635254,46
2018-09-04,724.000000,726.000000,724.000000,726.000000,721.611084,28
2018-09-05,726.000000,728.000000,726.000000,728.000000,723.598999,19
2018-09-06,728.000000,728.000000,722.000000,726.000000,721.611084,24
2018-09-07,726.000000,726.000000,716.000000,724.000000,719.623169,74
2018-09-10,728.000000,728.000000,720.000000,722.000000,717.635254,28
2018-09-11,726.000000,750.000000,720.000000,734.000000,729.562744,136
2018-09-12,754.000000,754.000000,744.000000,746.000000,741.490173,16
2018-09-13,730.000000,740.000000,730.000000,732.000000,727.574829,55
2018-09-14,732.000000,740.000000,730.000000,730.000000,725.586914,98
2018-09-17,736.000000,736.000000,736.000000,736.000000,731.550659,5
2018-09-18,730.000000,750.000000,730.000000,750.000000,745.466003,58
2018-09-19,764.000000,764.000000,746.000000,764.000000,759.381348,409
2018-09-20,764.000000,774.000000,756.000000,756.000000,751.429749,77
2018-09-21,770.000000,772.000000,764.000000,766.000000,761.369263,36
2018-09-24,776.000000,800.000000,754.000000,790.000000,785.224182,233
2018-09-25,800.000000,832.000000,792.000000,800.000000,795.163696,391
2018-09-26,800.000000,800.000000,782.000000,794.000000,789.200012,172
2018-09-27,788.000000,798.000000,784.000000,798.000000,793.175842,12
2018-09-28,784.000000,806.000000,784.000000,806.000000,801.127441,37
2018-10-01,802.000000,802.000000,790.000000,790.000000,785.224182,69
2018-10-02,790.000000,790.000000,784.000000,790.000000,785.224182,4
2018-10-04,810.000000,810.000000,780.000000,788.000000,783.236267,37
2018-10-05,798.000000,798.000000,780.000000,786.000000,781.248352,11
2018-10-08,784.000000,786.000000,778.000000,778.000000,773.296753,35
2018-10-09,770.000000,776.000000,768.000000,776.000000,771.308838,43
2018-10-10,764.000000,768.000000,750.000000,768.000000,763.357178,78
2018-10-11,750.000000,750.000000,730.000000,738.000000,733.538513,97
2018-10-12,724.000000,736.000000,682.000000,682.000000,677.877075,383
2018-10-15,682.000000,728.000000,682.000000,720.000000,715.647339,202
2018-10-16,722.000000,738.000000,722.000000,734.000000,729.562744,74
2018-10-17,738.000000,738.000000,724.000000,732.000000,727.574829,35
2018-10-18,730.000000,730.000000,720.000000,722.000000,717.635254,62
2018-10-19,708.000000,718.000000,698.000000,702.000000,697.756165,151
2018-10-22,690.000000,710.000000,690.000000,710.000000,705.707825,35
2018-10-23,708.000000,714.000000,700.000000,710.000000,705.707825,59
2018-10-24,712.000000,712.000000,708.000000,708.000000,703.719910,24
2018-10-25,700.000000,700.000000,684.000000,692.000000,687.816650,107
2018-10-26,682.000000,690.000000,680.000000,680.000000,675.889160,57
2018-10-29,698.000000,712.000000,696.000000,712.000000,707.695740,115
2018-10-30,712.000000,744.000000,710.000000,740.000000,735.526428,198
2018-10-31,744.000000,744.000000,722.000000,742.000000,737.514343,197
2018-11-01,750.000000,750.000000,750.000000,750.000000,745.466003,1
2018-11-02,748.000000,748.000000,734.000000,742.000000,737.514343,224
2018-11-05,728.000000,750.000000,728.000000,750.000000,745.466003,48
2018-11-06,762.000000,762.000000,742.000000,760.000000,755.405518,101
2018-11-07,772.000000,774.000000,762.000000,774.000000,769.320923,71
2018-11-08,762.000000,770.000000,758.000000,764.000000,759.381348,350
2018-11-09,760.000000,782.000000,760.000000,782.000000,777.272522,214
2018-11-12,784.000000,788.000000,768.000000,780.000000,775.284607,33
2018-11-13,772.000000,780.000000,768.000000,778.000000,773.296753,34
2018-11-14,770.000000,778.000000,764.000000,776.000000,771.308838,65
2018-11-15,772.000000,786.000000,772.000000,780.000000,775.284607,130
2018-11-16,768.000000,768.000000,768.000000,768.000000,763.357178,10
2018-11-19,752.000000,770.000000,752.000000,770.000000,765.345093,150
2018-11-20,774.000000,774.000000,764.000000,772.000000,767.333008,199
2018-11-21,768.000000,768.000000,760.000000,760.000000,755.405518,72
2018-11-22,766.000000,766.000000,752.000000,760.000000,755.405518,100
2018-11-23,760.000000,774.000000,758.000000,768.000000,763.357178,296
2018-11-26,774.000000,782.000000,770.000000,776.000000,771.308838,105
2018-11-27,770.000000,786.000000,770.000000,782.000000,777.272522,348
2018-11-28,790.000000,806.000000,786.000000,792.000000,787.212097,76
2018-11-29,782.000000,794.000000,780.000000,794.000000,789.200012,77
2018-11-30,784.000000,790.000000,784.000000,788.000000,783.236267,35
2018-12-03,786.000000,786.000000,782.000000,782.000000,777.272522,15
2018-12-04,788.000000,790.000000,782.000000,790.000000,785.224182,20
2018-12-05,782.000000,782.000000,774.000000,778.000000,773.296753,177
2018-12-06,776.000000,776.000000,774.000000,774.000000,769.320923,25
2018-12-07,774.000000,782.000000,774.000000,782.000000,777.272522,63
2018-12-10,774.000000,776.000000,740.000000,776.000000,771.308838,270
2018-12-11,784.000000,790.000000,784.000000,784.000000,779.260437,112
2018-12-12,774.000000,790.000000,774.000000,786.000000,781.248352,70
2018-12-13,788.000000,788.000000,778.000000,782.000000,777.272522,78
2018-12-14,778.000000,784.000000,778.000000,784.000000,779.260437,195
2018-12-17,784.000000,786.000000,784.000000,786.000000,781.248352,194
2018-12-18,774.000000,778.000000,774.000000,778.000000,773.296753,11
2018-12-19,782.000000,782.000000,776.000000,776.000000,771.308838,51
2018-12-20,782.000000,782.000000,766.000000,772.000000,767.333008,67
2018-12-21,766.000000,778.000000,760.000000,776.000000,771.308838,232
2018-12-27,780.000000,780.000000,774.000000,774.000000,769.320923,51
2018-12-28,778.000000,782.000000,778.000000,782.000000,777.272522,15
2019-01-02,780.000000,794.000000,778.000000,784.000000,779.260437,19
2019-01-03,790.000000,790.000000,780.000000,782.000000,777.272522,29
2019-01-04,768.000000,784.000000,760.000000,770.000000,765.345093,115
2019-01-07,768.000000,784.000000,752.000000,770.000000,765.345093,126
2019-01-08,764.000000,774.000000,762.000000,774.000000,769.320923,18
2019-01-09,778.000000,780.000000,770.000000,770.000000,765.345093,60
2019-01-10,762.000000,770.000000,760.000000,770.000000,765.345093,25
2019-01-11,760.000000,764.000000,758.000000,764.000000,759.381348,39
2019-01-14,768.000000,768.000000,764.000000,764.000000,759.381348,30
2019-01-15,764.000000,768.000000,764.000000,764.000000,759.381348,29
2019-01-16,760.000000,770.000000,760.000000,770.000000,765.345093,8
2019-01-17,768.000000,780.000000,766.000000,780.000000,775.284607,99
2019-01-18,780.000000,786.000000,770.000000,786.000000,781.248352,107
2019-01-21,784.000000,788.000000,784.000000,786.000000,781.248352,73
2019-01-22,786.000000,790.000000,780.000000,786.000000,781.248352,254
2019-01-23,780.000000,788.000000,780.000000,788.000000,783.236267,170
2019-01-24,780.000000,786.000000,780.000000,786.000000,781.248352,1
2019-01-25,780.000000,782.000000,780.000000,782.000000,777.272522,16
2019-01-28,772.000000,780.000000,772.000000,780.000000,775.284607,20
2019-01-29,782.000000,782.000000,772.000000,776.000000,771.308838,111
2019-01-30,772.000000,788.000000,772.000000,784.000000,779.260437,104
2019-01-31,788.000000,788.000000,776.000000,784.000000,779.260437,63
2019-02-01,778.000000,790.000000,776.000000,790.000000,785.224182,88
2019-02-04,788.000000,788.000000,784.000000,784.000000,779.260437,2
2019-02-05,788.000000,788.000000,778.000000,780.000000,775.284607,82
2019-02-06,778.000000,782.000000,778.000000,782.000000,777.272522,14
2019-02-07,784.000000,786.000000,778.000000,786.000000,781.248352,66
2019-02-08,778.000000,784.000000,778.000000,782.000000,777.272522,16
2019-02-11,778.000000,786.000000,778.000000,786.000000,781.248352,72
2019-02-12,786.000000,796.000000,786.000000,796.000000,791.187927,143
2019-02-13,790.000000,806.000000,790.000000,806.000000,801.127441,191
2019-02-14,798.000000,798.000000,786.000000,792.000000,787.212097,80
2019-02-15,798.000000,798.000000,792.000000,798.000000,793.175842,3
2019-02-18,790.000000,796.000000,782.000000,794.000000,789.200012,119
2019-02-19,796.000000,796.000000,786.000000,792.000000,787.212097,11
2019-02-20,790.000000,796.000000,790.000000,794.000000,789.200012,41
2019-02-21,782.000000,788.000000,780.000000,788.000000,783.236267,7
2019-02-22,792.000000,798.000000,782.000000,796.000000,791.187927,265
2019-02-25,796.000000,800.000000,784.000000,796.000000,791.187927,64
2019-02-26,800.000000,800.000000,790.000000,800.000000,795.163696,24
2019-02-27,786.000000,802.000000,786.000000,798.000000,793.175842,35
2019-02-28,792.000000,804.000000,792.000000,804.000000,799.139526,81
2019-03-01,794.000000,814.000000,794.000000,802.000000,797.151611,157
2019-03-04,796.000000,798.000000,792.000000,796.000000,791.187927,92
2019-03-05,796.000000,818.000000,796.000000,818.000000,813.054932,283
2019-03-06,818.000000,820.000000,796.000000,808.000000,803.115356,231
2019-03-07,800.000000,808.000000,798.000000,808.000000,803.115356,17
2019-03-08,810.000000,810.000000,808.000000,808.000000,803.115356,8
2019-03-11,808.000000,808.000000,790.000000,800.000000,795.163696,138
2019-03-12,800.000000,800.000000,790.000000,796.000000,791.187927,26
2019-03-13,790.000000,800.000000,790.000000,794.000000,789.200012,18
2019-03-14,784.000000,800.000000,784.000000,798.000000,793.175842,72
2019-03-15,800.000000,800.000000,792.000000,792.000000,787.212097,11
2019-03-18,796.000000,796.000000,792.000000,792.000000,787.212097,3
2019-03-19,792.000000,806.000000,786.000000,806.000000,801.127441,149
2019-03-20,794.000000,794.000000,784.000000,788.000000,783.236267,49
2019-03-21,790.000000,800.000000,790.000000,800.000000,795.163696,102
2019-03-22,798.000000,798.000000,792.000000,794.000000,789.200012,24
2019-03-25,796.000000,796.000000,790.000000,794.000000,789.200012,18
2019-03-26,792.000000,794.000000,784.000000,794.000000,789.200012,57
2019-03-27,792.000000,806.000000,792.000000,804.000000,799.139526,29
2019-03-28,804.000000,806.000000,800.000000,802.000000,797.151611,28
2019-03-29,804.000000,804.000000,800.000000,804.000000,799.139526,35
2019-04-01,800.000000,800.000000,782.000000,784.000000,779.260437,113
2019-04-02,790.000000,794.000000,790.000000,794.000000,789.200012,173
2019-04-03,796.000000,806.000000,790.000000,798.000000,793.175842,213
2019-04-04,808.000000,816.000000,794.000000,806.000000,801.127441,144
2019-04-05,800.000000,816.000000,800.000000,810.000000,805.103271,85
2019-04-08,800.000000,800.000000,788.000000,792.000000,787.212097,176
2019-04-09,794.000000,808.000000,794.000000,802.000000,797.151611,122
2019-04-10,792.000000,798.000000,786.000000,796.000000,791.187927,152
2019-04-11,798.000000,798.000000,796.000000,796.000000,791.187927,11
2019-04-12,796.000000,800.000000,796.000000,798.000000,793.175842,35
2019-04-15,800.000000,808.000000,794.000000,794.000000,789.200012,88
2019-04-16,794.000000,806.000000,794.000000,806.000000,801.127441,19
2019-04-17,794.000000,800.000000,790.000000,800.000000,795.163696,28
2019-04-18,792.000000,802.000000,792.000000,802.000000,797.151611,155
2019-04-23,802.000000,802.000000,792.000000,796.000000,791.187927,23
2019-04-24,792.000000,796.000000,790.000000,796.000000,791.187927,154
2019-04-25,800.000000,802.000000,800.000000,802.000000,797.151611,28
2019-04-26,794.000000,800.000000,792.000000,796.000000,791.187927,7
2019-04-29,792.000000,798.000000,790.000000,798.000000,793.175842,32
2019-04-30,792.000000,800.000000,792.000000,800.000000,795.163696,9
2019-05-02,794.000000,798.000000,792.000000,796.000000,791.187927,43
2019-05-03,800.000000,800.000000,798.000000,798.000000,793.175842,181
2019-05-06,794.000000,808.000000,786.000000,786.000000,781.248352,84
2019-05-07,778.000000,804.000000,778.000000,794.000000,789.200012,96
2019-05-08,796.000000,796.000000,792.000000,792.000000,787.212097,91
2019-05-09,786.000000,800.000000,786.000000,796.000000,791.187927,29
2019-05-10,800.000000,810.000000,796.000000,802.000000,797.151611,58
2019-05-13,798.000000,804.000000,786.000000,794.000000,789.200012,37
2019-05-14,794.000000,794.000000,786.000000,794.000000,789.200012,12
2019-05-15,798.000000,806.000000,798.000000,806.000000,806.000000,8
2019-05-16,794.000000,804.000000,790.000000,804.000000,804.000000,45
2019-05-17,798.000000,798.000000,796.000000,796.000000,796.000000,3
2019-05-20,794.000000,802.000000,792.000000,798.000000,798.000000,16
2019-05-21,800.000000,802.000000,794.000000,802.000000,802.000000,13
2019-05-22,800.000000,800.000000,796.000000,798.000000,798.000000,244
2019-05-23,800.000000,800.000000,786.000000,794.000000,794.000000,59
2019-05-24,798.000000,800.000000,790.000000,796.000000,796.000000,113
2019-05-27,792.000000,798.000000,792.000000,798.000000,798.000000,20
2019-05-28,800.000000,800.000000,788.000000,794.000000,794.000000,288
2019-05-29,792.000000,800.000000,792.000000,796.000000,796.000000,33
2019-05-30,802.000000,802.000000,792.000000,796.000000,796.000000,6
2019-05-31,796.000000,800.000000,796.000000,800.000000,800.000000,27
2019-06-03,802.000000,802.000000,794.000000,798.000000,798.000000,33
2019-06-04,792.000000,800.000000,792.000000,798.000000,798.000000,16
2019-06-05,800.000000,800.000000,794.000000,798.000000,798.000000,17
2019-06-06,800.000000,802.000000,798.000000,798.000000,798.000000,2
2019-06-07,796.000000,796.000000,790.000000,792.000000,792.000000,51
2019-06-11,786.000000,800.000000,786.000000,800.000000,800.000000,32
2019-06-12,786.000000,786.000000,786.000000,786.000000,786.000000,1
2019-06-13,788.000000,798.000000,788.000000,792.000000,792.000000,17
2019-06-14,794.000000,794.000000,786.000000,788.000000,788.000000,5
2019-06-17,784.000000,796.000000,784.000000,792.000000,792.000000,24
2019-06-18,792.000000,792.000000,782.000000,782.000000,782.000000,30
2019-06-19,790.000000,790.000000,786.000000,786.000000,786.000000,7
2019-06-20,790.000000,790.000000,784.000000,784.000000,784.000000,3
2019-06-21,786.000000,790.000000,784.000000,786.000000,786.000000,81
2019-06-24,790.000000,790.000000,790.000000,790.000000,790.000000,376
2019-06-25,790.000000,790.000000,790.000000,790.000000,790.000000,1
2019-06-26,790.000000,794.000000,790.000000,794.000000,794.000000,2
2019-06-27,794.000000,798.000000,794.000000,798.000000,798.000000,81
2019-06-28,800.000000,800.000000,794.000000,800.000000,800.000000,11
2019-07-01,790.000000,790.000000,784.000000,788.000000,788.000000,9
2019-07-02,786.000000,786.000000,772.000000,782.000000,782.000000,63
2019-07-03,782.000000,790.000000,778.000000,784.000000,784.000000,46
2019-07-04,792.000000,796.000000,792.000000,796.000000,796.000000,165
2019-07-05,784.000000,790.000000,784.000000,790.000000,790.000000,3
2019-07-08,782.000000,802.000000,782.000000,800.000000,800.000000,206
2019-07-09,790.000000,798.000000,790.000000,798.000000,798.000000,46
2019-07-10,794.000000,798.000000,790.000000,796.000000,796.000000,150
